Job Title,Description,Company,Location,Salary,Job Link
Cyber Security Engineer with Security Clearance,"About Peraton Peraton is a next–generation national security company that drives missions of consequence spanning the globe and extending to the farthest reaches of the galaxy. As the world's leading mission capability integrator and transformative enterprise IT provider, we deliver trusted, highly differentiated solutions and technologies to protect our nation and allies. Peraton operates at the critical nexus between traditional and nontraditional threats across all domains: land, sea, space, air, and cyberspace. The company serves as a valued partner to essential government agencies and supports every branch of the U.S. armed forces. Each day, our employees do the can't be done by solving the most daunting challenges facing our customers. Visit to learn how we're keeping people around the world safe and secure.
Responsibilities The Cybersecurity Engineer will play a crucial role in supporting the acquisition, integration, support, management, and control of all software, hardware, systems, and network configurations for a USAF Air Combat Command critical mission system. Working in coordination with Government stakeholders, the engineer will ensure strict compliance with Department of Defense (DoD)/Air Force (AF) cyber directives and accreditation/authorization requirements to ensure confidentiality, integrity, and availability of the mission systems. Key Responsibilities: Conduct system scans to identify and assess vulnerabilities and provide recommendations for remediation.
Collaborate with system developers and administrators to ensure cybersecurity policies and procedures are implemented during all phases of the system lifecycle.
Develop and implement Security CONOPS outlining how security controls will be met and maintained.
Prepare and submit accreditation packages and artifacts in Xacta to obtain Authority to Operate (ATO), Authority to Connect (ATC), and Certificate to Field (CTF) for mission systems.
Support test and evaluation activities for new technologies, prepare detailed reports, and make specific recommendations based on findings.Qualifications Bachelor's degree in Computer Science, Information Systems, Cybersecurity, or related field.
Ability to conduct vulnerability assessments and monitor networks to support test and operational environment requirements.
Experience: Minimum of 5 years with BS/BA; Minimum of 3 years with MS/MA
Certification requirements met in accordance with DoD 8140.03–M Information Assurance Technical (IAT) II.
TS/SCI Security Clearance.
Desired Qualifications: Relevant certifications such as CISSP, CEH, CASP, or equivalent.
Experience using Xacta for managing NIST Risk Management Framework (RMF) process.
Solid understanding of data transport, encryption, networking, IT systems, and cybersecurity fundamentals.
Target Salary Range $104,000 – $166,000. This represents the typical salary range for this position based on experience and other factors. SCA / Union / Intern Rate or Range EEO An Equal Opportunity Employer including Disability/Veteran. Our Values Benefits At Peraton, our benefits are designed to help keep you at your best beyond the work you do with us daily. We're fully committed to the growth of our employees. From fully comprehensive medical plans to tuition reimbursement, tuition assistance, and fertility treatment, we are there to support you all the way. Paid Time–Off and Holidays
Retirement
Life & Disability Insurance
Career Development
Tuition Assistance and Student Loan Financing
Paid Parental Leave
Additional Benefits
Medical, Dental, & Vision Care",Peraton,"Herndon, VA",Not Provided,https://www.cybersecurityjobsite.com/job/5316816/cyber-security-engineer-with-security-clearance/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Cybersecurity Training Specialist,"Job Title: Cybersecurity Training Specialist

Job Location: Woodbridge VA 20171

Onsite Requirements:
• Active Top Secret security clearance with SCI Eligibility.
• Understanding of cybersecurity methods, applications, policies.
• DoD 8570 IAT level II certification.

Job Description:

Job Responsibilities:
• Develops and delivers employee training programs.
• Identify skill or knowledge gaps among the organization's employee population and develop training content in response to identified training needs.
• Selects training tools or training delivery mechanisms, based on the material being taught and the audience being targeted.
• Creates and maintains course content, manuals, or other training materials.
• Assess the impact of training programs by measuring employee understanding of the subject matter.
• Performs work independently.
• Considered a high-level specialist who regularly interacts and works with senior management.
• Uses advanced techniques, theories and processes to complete work.

Qualifications:
Minimum Qualifications:
• Active Top Secret security clearance with SCI Eligibility.
• Bachelor's degree and 10 - 12 years of experience; or master's degree and 6+ years of experience; or equivalent combination of related education and work experience.
• Understanding of cybersecurity methods, applications, policies.
• Understanding of training internet tools and online delivery mechanisms.
• DoD 8570 IAT level II certification.
• Experience developing and accessing course curriculum.
• Understanding IT Systems and Technologies.
• Analytical, decision-making, strategic thinking, and problem-solving skills.
• Ability to clearly communicate complex ideas to executive-level stakeholders.
• Experience with project management concepts - documentation, requirements, deliverables.

Preferred Qualification:
• Experience working with Military customer and staff, Ideally HQDA
• * This client is a US Federal Government contractor and is legally required to hire US Citizens. US Citizens will only be considered for this role.

Due to the nature of the work, a United States Government Clearance is required to be eligible for the position **","Softworld, a Kelly Company","Woodbridge, VA",Not Provided,https://www.linkedin.com/jobs/view/cybersecurity-training-specialist-at-softworld-a-kelly-company-4004723590?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Principal Cyber Security Systems Engineer / Sr. Principal Cyber Security Systems Engineer,"US CITIZENSHIP REQUIRED FOR THIS POSITION: Yes

RELOCATION ASSISTANCE: Relocation assistance may be available

CLEARANCE TYPE: Secret

TRAVEL: Yes, 10% of the Time

Description

At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to invent the future, and have fun along the way. Our culture thrives on intellectual curiosity, cognitive diversity and bringing your whole self to work - and we have an insatiable drive to do what others think is impossible. Our employees are not only part of history, they're making history.

As an integral part of our cross-discipline engineering team in Mission Systems that encompasses embedded Systems Engineering, Cybersecurity and Anti-Tamper Engineering.

Roles and Responsibilities:
• Performing key systems engineering elements to meet a given program's requirements.
• Assist with the design and develop system security architectures.
• Assist with the definition of key capabilities and performance requirements.
• Perform detail trade studies, requirements allocation, and interface definition studies to assist with the translation of customer requirements into hardware and software specifications as they pertain to system security.
• Develop an understanding of system interfaces and how to protect them.
• Assist with ensuring the product requirements integrate into the total systems solutions that acknowledge technical, schedule, and cost constraints.
• Develops modifications to existing products to meet unique customer needs, and supports/leads the development of system security functions.
• Support technical work products developed by the larger engineering team, supporting design reviews and integration and test activities as needed.
• Present solutions to customers and senior management using tailored material based on the audience

Basic Qualifications for a Principal Cyber Security Systems Engineer:

Bachelor's degree with 5 years of experience, a Master's degree with 3 years of experience, or Ph.D. with 0 years of experience in Systems Engineering, Software Engineering, Electrical Engineering, Computer Engineering or related technical fields; an additional 4 years of experience may be considered in lieu of a degree.
• U.S. Citizenship is required.
• Ability to obtain a DoD secret clearance and Special Program Access (SAP) prior to start.
• System Engineering knowledge of DoD based Platforms, Sensors and/or Sub-systems. Including but not limited to: EO/IR, Cryptography, Satellite, Architecture development, RF, Radar and Undersea Sensors, etc.
• Familiarity with requirements development and derivation or validation and verification.

Basic Qualifications for a Senior Cyber Security Systems Engineer:

Bachelor's degree with 9 years of experience, a Master's degree with 7 years of experience or a PhD with 4 years of experience in Systems Engineering, Software Engineering, Electrical Engineering, Computer Engineering or related technical fields; an additional 4 years of experience may be considered in lieu of a degree.
• U.S. Citizenship is required.
• Ability to obtain a DoD secret clearance and Special Program Access (SAP) prior to start.
• System Engineering knowledge of DoD based Platforms, Sensors and/or Sub-systems. Including but not limited to: EO/IR, Cryptography, Satellite, Architecture development, RF, Radar and Undersea Sensors, etc.
• Experience with requirements development, derivation, system integration & test and validation and verification.

Preferred Qualifications:
• Advanced degrees in a STEM discipline (Science, Technology, Engineering, Mathematics).
• Active DoD Top Secret Clearance or higher.
• Experience with hardware design, design verification testing, reverse engineering and/or embedded software development.
• Experience working on a cross-discipline team.
• Experience working with Government agencies.
• Experience in technical leadership role(s).
• Strong verbal and written communication skills with experience contributing to and/or making technical presentations to internal and external customers.
• Ability to travel occasionally CONUS (at least 10%).

As a full-time employee of Northrop Grumman Mission Systems, you are eligible for our robust benefits package including:
• Medical, Dental & Vision coverage
• 401k
• Educational Assistance
• Life Insurance
• Employee Assistance Programs & Work/Life Solutions
• Paid Time Off
• Health & Wellness Resources
• Employee Discounts

Link to Benefits: https://totalrewards.northropgrumman.com/

This positions standard work schedule is a 9/80. The 9/80 schedule allows employees who work a nine-hour day Monday through Thursday to take every other Friday off.

This position is contingent upon the successful transfer of an active DoD Secret Clearance, the ability to obtain Special Program Access (SAP) prior to start and program award.

Salary Range: $112,600.00 - $169,000.00Salary Range 2: $139,700.00 - $209,500.00

The above salary range represents a general guideline; however, Northrop Grumman considers a number of factors when determining base salary offers such as the scope and responsibilities of the position and the candidate's experience, education, skills and current market conditions.

Employees may be eligible for a discretionary bonus in addition to base pay. Annual bonuses are designed to reward individual contributions as well as allow employees to share in company results. Employees in Vice President or Director positions may be eligible for Long Term Incentives. In addition, Northrop Grumman provides a variety of benefits including health insurance coverage, life and disability insurance, savings plan, Company paid holidays and paid time off (PTO) for vacation and/or personal business.

The application period for the job is estimated to be 20 days from the job posting date. However, this timeline may be shortened or extended depending on business needs and the availability of qualified candidates.

Northrop Grumman is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. For our complete EEO/AA and Pay Transparency statement, please visit http://www.northropgrumman.com/EEO. U.S. Citizenship is required for most positions.",Northrop Grumman,"Linthicum Heights, MD",Not Provided,https://www.jobtrees.com/postid/a6cea1183ed52ef21cc8511824a5b407?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Cybersecurity Engineer,"Position would require the candidate to be a W2 employee of Donatech.
US Citizenship Required. #NoForeignNationals
Active Secret Clearance Required.

Our client is looking for highly skilled Lead Cybersecurity Engineer to lead a team of security engineers/operators that design and implement cybersecure information systems as well as perform activities associated with maintaining systems Authority to Operate (ATO)’s

Job Duties:
• Provide IT system administration in a Windows and Redhat Linux operating system environment.
• Configure and maintain network printers and Cisco network switches and Intrusion Prevention System (IPS) in accordance to DoD STIGs.
• Understanding of data RAID, data backup uses and technologies. Install and configure software applications requested by end users.
• Work with Cybersecurity professionals to maintain security compliance requirements. Provide documentation and training on advanced IT processes and procedures and other tasks as assigned.
• Assist Government Information System Security Manager (ISSM) with Risk Management Framework (RMF) Accreditation activities.
• Conduct and remediate vulnerability scans for all accredited devices.
• Install and test system updates as required.
• Provide daily operations and systems support to personnel.

REQUIRED skills:
• US citizenship is required for this position
• Certification for DoD IAM 8570 compliance, Comptia Security + CE
• Hands on experience with Security Content Automation Protocol (SCAP), Assured Compliance Assessment. Solution (ACAS), DISA STIG’s, and other DoD approved vulnerability scanning assessment tools.
• Minimum 2 years’ hands on experience remediating SCAP and ACAS scan results
• Minimum 2 years RMF process and implementation experience.
• Minimum 2 years’ hands on experience administering and managing McAfee ePolicy Orchestrator
• Familiarity working in an Agile environment
• Minimum 2 years’ hands on experience configuring, troubleshooting, and administering both Linux and Microsoft operating systems.
• Minimum 2 years’ hands on experience administering and managing Windows Active Directory, Group Policy Objects and DNS.
• Hands on experience with Cisco IOS for switch/router/IPS configurations.

PREFERRED skills:
• Experience with Virtualization technologies such as Hyper-V and VMware.",Donatech,"Sterling, VA",Not Provided,"https://www.ziprecruiter.com/c/Donatech/Job/Cybersecurity-Engineer/-in-Sterling,VA?jid=22c0288456b91f13&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
Cyber Security Engineer,"We're looking for a skilled Security Engineer for one of our growing clients with a focus on government projects.

Position Highlights:
• Assist the Government Lead in daily engineering duties on systems.
• Manage all aspects of Information Systems, ensuring data integrity, authentication, confidentiality, and non-repudiation.
• Implement and monitor security measures for communication systems and networks.
• Design, develop, and execute security policies, plans, and procedures.
• Operate Network Intrusion Detection and Forensics.

Qualifications:
• 7+ years of relevant work experience.
• Experienced with Host Based Security System (HBSS).
• Knowledgeable in Host Defense Engineering and System Security.
• ITIL version 3 Foundation certification.",Top Stack,"Quantico, VA",Not Provided,https://jobs.topstackgroup.com/jb/Cyber-Security-Engineer-Jobs-in-MCB-Quantico-VA/10267644?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Cyber Security System Eng (ISSE); Expert,"At Criterion Systems, we developed a different kind of business—a company whose real value is a reputation for excellence built upon the collective skills, talents, perspectives, and backgrounds of its people. By accepting a position with Criterion Systems, you will join a group of professionals with a collaborative mindset where we share ideas and foster professional development to accomplish our goals. In addition to our great culture, we also offer competitive compensation and benefit packages, company-sponsored team building events, and advancement opportunities. To find out more about how Criterion can help you take your career to the next level please visit our website www.criterion-sys.com. Criterion Systems is a Military/Veteran Friendly Company therefore we encourage Veterans to apply.

We are seeking a mission-focused Cyber Security Systems Engineer - Expert to support and contribute to our government customer’s success in Herndon, Virginia!

This opportunity involves supporting the customer’s Division-level A&A projects, which span multiple branches. The projects are at various stages within the organization, depending on whether the focus is on initial development and accreditation or long-term operations and maintenance (O&M) support, as handled by different teams.

Required Experience, Education, Skills & Technologies
• Must have an active TS/SCI with poly security clearance.
• Bachelor's or Master’s Degree are preferred in one or more discipline, but can be waived if previous direct ISSE support to this customer’s agency.
• Minimum of 11 years' experience.
• Work onsite at a customer or government facility.
• Possess multi-tasking skills, as well as be a good communicator/facilitator.
• Comfortable at all levels from developer to senior staff.
• Knowledge of the complex network environments involving shared networks and multiple security enclaves.
• Possess the ability to bridge the technical implementation (i.e. developer talk), into commonly understood security words.
• Often this is a skillset and is not an actual language, but frequently translation or a basic understand needs to be conveyed by the ISSE when speaking with others or in writing the documentation in order to ensure it’s easy to understand.
• Document the various security control implementations as well as gather the artifacts that support the Risk Management Framework (RMF) and ICD 503 Security Accreditation for various Assessment and Authorization (A&A) efforts.
• Document and obtain a general understanding of the architecture being developed or that was developed for each project in order to write the Systems Security Plans (SSP)/CONOPS in the Xacta application.
• Gather the information by working with various team members in order to write various additional A&A related documents such as Contingency Plan (CP), General User Guide (GUG), Privileged User Guide (PUG), Standard Operating Procedures (SOP’s), etc.
• Support Accreditation and Authorization (A&A) reviews by ISSO/M, as well as the Security Controls Assessor (SCA).
• Document the Plans of Actions and Milestones (POA&Ms) implementation responses or mitigations, as well as provide all required artifacts (i.e. evidence gathering from the teams).
• Coordinating with various contractor and staff personnel to obtain the A&A content, as well as working with various customer organizations to navigate the customer’s A&A process in order to achieve Authority to Develop (ATD), Interim Authority to Operation (IATT), as well as Authority to Operate (ATO).
• Keep track of where each of the various A&A projects are within the customer’s A&A process in order to know when it’s time to re-submit for accreditation or an accreditation extension.

Preferred Experience, Education, Skills & Technologies
• Previous ISSE and/or ISSO experience directly supporting the customer.
• Experience with various security tools and reports such as Xacta, RoadRunner, Rapid 7, WebInspect, App Detective, and Splunk
• Experience with public, private and hybrid Cloud experience (AWS, Microsoft Azure, etc.).
• Virtualization experience (VDI & VMWare).
• Basic knowledge is helpful, but not required for the following general topics Cloud security control implementation, PKI implementation, STIG compliance and vulnerability management, and Security Development and Operations (SecDevOps).
• CISSP, or GSLC
• AWS Certified Security Specialty
• Basic Excel and Microsoft Office365

Security Clearance Level
• Top Secret/SCI with Polygraph

Work Schedule
• Full-time on-site

Benefits Offered
• Medical, Dental, Vision, Life Insurance, Short-Term Disability, Long-Term Disability, 401(k) match, Tuition/Training Assistance, Parental Leave, Paid Time Off, and Holidays.

Criterion Systems, LLC and its subsidiaries are committed to equal employment opportunity and non-discrimination at all levels of our organization. We believe in treating all applicants and employees fairly and make employment decisions without regard to any individual’s protected status race, ethnicity, color, national origin, ancestry, religion, creed, sex/gender, gender identity/gender expression, sexual orientation, physical and mental disability, marital/parental status, pregnancy (including childbirth, lactation, and related medical conditions), age, genetic information (including characteristics and testing), military and veteran status, or any other characteristic protected by law. For our complete EEO/AA and Pay Transparency statement, please visit https//careers-criterion-sys.icims.com/.",Criterion Systems,"Herndon, VA",Not Provided,https://www.linkedin.com/jobs/view/cyber-security-system-eng-isse-expert-at-criterion-systems-4020561934?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Senior A&A Cyber Security Manager,"Description

The Digital Modernization Sector at Leidos is seeking a senior level A&A (Assessment and Authorization) engineer to manage/direct the JRSS (Joint Regional Security Stack) A&A program. In this role, you will work closely with other IT professionals to ensure and maintain the accreditation of the JRSS system in in Fort Meade, MD.

Primary Responsibilities:
• Manage JRSS A&A projects, interfacing with the government A&A manager to ensure customer requirements are implemented.
• Advise, conduct and document risk assessments, development of System Security Plans (SSP), Plans of Action and Milestones (POA&M) and security policies and procedures
• Provide guidance in the implementation of security controls, doctrine and policies.
• Mentor junior members of the team

Basic Qualifications:
• Education : BS degree in a related technical field and 12 – 15 years of prior relevant experience. Specific experience, education and training may be considered in lieu of degree.
• Prior experience in leading Cyber Security teams.
• Experience with and knowledge of the JRSS architecture.
• Experience with eMASS.
• Experience with DISA STIGs.
• Familiarity with the following technologies: TCP/IP, DHCP, WAN/LAN interface technologies, DNS, subnetting, windows PowerShell, bash and Active Directory.
• Possess current CISSP certification and Secret Clearance prior to start.

Preferred Qualifications:
• Experience with Nessus
• Experience recommending additional security requirements and safeguards.

GSMO

Original Posting Date:2024-09-10

While subject to change based on business needs, Leidos reasonably anticipates that this job requisition will remain open for at least 3 days with an anticipated close date of no earlier than 3 days after the original posting date as listed above.

Pay Range:Pay Range $122,200.00 - $220,900.00

The Leidos pay range for this job level is a general guideline only and not a guarantee of compensation or salary. Additional factors considered in extending an offer include (but are not limited to) responsibilities of the job, education, experience, knowledge, skills, and abilities, as well as internal equity, alignment with market data, applicable bargaining agreement (if any), or other law.

#Remote

Skills:
Bash Scripting, CISSP - Certified Information Systems Security Professional, Computer Security, DHCP (Dynamic Host Configuration Protocol), DNS (Domain Name System), Defense Information Systems Agency (DISA), Government, Internet Security, Leadership, Legal, Local Area Network (LAN), Mentoring, Microsoft Active Directory, Nessus, People Management, Risk Analysis, Secret Clearance, Security Monitoring, Subnetting, Systems Analysis, TCP/IP (Transmission Control Protocol/Internet Protocol), Team Lead/Manager, Wide Area Network (WAN), Windows PowerShell

About the Company:
Leidos",Leidos,"Catonsville, MD",Not Provided,https://www.monster.com/job-openings/senior-a-a-cyber-security-manager-catonsville-md--66d163d1-5665-4710-ba88-09143d7d4e01?mstr_dist=true&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
"Cybersecurity, Privacy and Forensics - Threat Detection - Manager","A career in our Cybersecurity, Privacy and Forensics will provide you the opportunity to solve our clients most critical business and data protection related challenges. You will be part of a growing team driving strategic programs, data analytics, innovation, deals, cyber resilency, response, and technical implementation activities. You will have access to not only the top Cybersecurity, Privacy and Forensics professionals at PwC, but at our clients and industry analysts across the globe. The Threat Detection team works with clients to detect cyber threats, identify malicious activity that could compromise the network and help with mitigation efforts before the threat can present vulnerabilities.

To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achieve this we have the PwC Professional; our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.

As a Manager, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:
• Develop new skills outside of comfort zone.
• Act to resolve issues which prevent the team working effectively.
• Coach others, recognise their strengths, and encourage them to take ownership of their personal development.
• Analyse complex ideas or proposals and build a range of meaningful recommendations.
• Use multiple sources of information including broader stakeholder views to develop solutions and recommendations.
• Address sub-standard work or work that does not meet firm's/client's expectations.
• Use data and insights to inform conclusions and support decision-making.
• Develop a point of view on key global trends, and how they impact clients.
• Manage a variety of viewpoints to build consensus and create positive outcomes for all parties.
• Simplify complex messages, highlighting and summarising key points.
• Uphold the firm's code of ethics and business conduct.

Job Requirements and Preferences:
Basic Qualifications:
Minimum Degree Required:Bachelor's Degree
Minimum Year(s) of Experience:5 year(s)
Preferred Qualifications:
Preferred Fields of Study:Information Security,Computer and Information Science,Information Technology,Business Application Programming,Computer Engineering,Computer Management,Computer Programming,Computer Science,Cybersecurity,Management Information Systems
Preferred Knowledge/Skills:

Demonstrates extensive-level abilities success in the following areas:
• Understanding Networking and applying Network Principles (including the OSI Model, TCP/IP, DNS, HTTP, SMTP), System Administration, and Security Architecture;
• Applying Incident Response Frameworks and Handling Procedures;
• Applying vulnerability management and penetration testing of systems, applications, and networks;
• Understanding information security, compliance, assurance, and/or other security industry leading practices and principles;
• Working with cloud environments and associated cloud security monitoring tools;
• Managing a shift environment during the assigned shifts, with holidays aligned with client schedules;
• Applying the security incident response process: identification, containment and remediation on a 24x7 basis;
• Communicating information regarding the security threat landscape to leadership and clients;
• Identifying security threats, exploits, attack vectors and leading security investigations; and,
• Monitoring the local threat ops channels/SIEM/AV/DLP Policy violation consoles and notifying the client/stakeholders of any suspicious/malicious activity within agreed SLA timelines.

Learn more about how we work: https://pwc.to/how-we-work

PwC does not intend to hire experienced or entry level job seekers who will need, now or in the future, PwC sponsorship through the H-1B lottery, except as set forth within the following policy: https://pwc.to/H-1B-Lottery-Policy.

All qualified applicants will receive consideration for employment at PwC without regard to race; creed; color; religion; national origin; sex; age; disability; sexual orientation; gender identity or expression; genetic predisposition or carrier status; veteran, marital, or citizenship status; or any other status protected by law. PwC is proud to be an affirmative action and equal opportunity employer.

The salary range for this position is: $100,000 - $232,000, plus individuals may be eligible for an annual discretionary bonus. Actual compensation within the range will be dependent upon the individual's skills, experience, qualifications and location, and applicable employment laws. PwC offers a wide range of benefits, including medical, dental, vision, 401k, holiday pay, vacation and more. To view our benefits at a glance, please visit the following link: https://pwc.to/benefits-at-a-glance",Line of Service:Advisory,"Houston, TX",Not Provided,https://jobs.us.pwc.com/job/new-york/cybersecurity-privacy-and-forensics-threat-detection-manager/932/69791425008?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Cybersecurity Awareness Campaign Specialist,"Description

Missing Link Security is a government contractor with a mission to secure the nation’s information by increasing awareness, countering threat, mitigating risk, and enforcing compliance. We employ people who are passionate about the security of our country, our communities, and our information systems. If you are a Cybersecurity Awareness Campaign Specialist looking to join a dynamic and innovative team, we encourage you to apply to our open position.

Clearance: Secret

Office Location: Ft Belvoir - This position is 3 days on site at Ft. Belvoir, VA.

Travel up to: 5%

Position Overview: We are seeking a highly motivated and skilled candidate to join our team as a Cybersecurity Awareness Campaign Specialist. As the Cybersecurity Awareness Campaign Specialist, the candidate will play a pivotal role in promoting awareness of cyber threats and incidents, as well as their potential impact and risks to Army missions and business operations. The candidate will work closely with personnel across various departments to ensure the safeguarding of Army networks, information, and personnel.

Responsibilities
• Develop and implement strategies to support the Army's Cybersecurity Awareness Campaign, aimed at increasing awareness of cyber threats and promoting best practices for safeguarding Army assets.
• Collaborate with key stakeholders to design and execute engaging policy development, forums, and information-sharing activities.
• Foster collaboration with communities of interest within the cybersecurity field to enhance knowledge sharing and collective defense efforts.
• Assist in reviewing and updating the Army's Cybersecurity Strategy to ensure alignment with emerging National, Federal, and DoD cybersecurity policies, trends, and legislation.
• Conduct in-depth analysis of evolving cyber threats and policy changes, providing valuable insights to update strategic-level cybersecurity artifacts, including the Army Cybersecurity Strategy (ACS).
• Effectively communicate Government-approved cybersecurity policies and legislation to a wide Army audience through various platforms, events, and messaging.
• Coordinate campaign messaging to align with the annual National Cybersecurity Awareness Campaign, Department of Homeland Security guidelines, and the DoD Chief Information Officer's directives.

Requirements
• Bachelor's degree in Cybersecurity, Information Technology, Computer Science, or a related field.
• Proven experience in cybersecurity policy development, implementation, and campaign planning.
• Excellent communication and presentation skills to effectively convey complex cybersecurity concepts to diverse audiences.
• Ability to work collaboratively with cross-functional teams and external partners.
• Familiarity with cybersecurity frameworks and best practices is a plus.

Join our team as a Cybersecurity Awareness Campaign Specialist and contribute to strengthening the Army's cybersecurity posture while educating personnel on the importance of cyber defense. Help us protect critical assets and ensure the Army's mission success in the face of ever-evolving cyber threats.

Equal Opportunity Employer

Missing Link Security is an equal opportunity employer that is committed to diversity and inclusion in the workplace. We prohibit discrimination and harassment of any kind based on race, color, sex, religion, sexual orientation, national origin, disability, genetic information, pregnancy, or any other protected characteristic as outlined by federal, state, or local laws.This policy applies to all employment practices within our organization, including hiring, recruiting, promotion, termination, layoff, recall, leave of absence, compensation, benefits, training, and apprenticeship. Missing Link Security makes hiring decisions based solely on qualifications, merit, and business needs at the time.",Missing Link Security,"Fort Belvoir, VA",Not Provided,https://recruiting.paylocity.com/recruiting/jobs/Details/1846798/Missing-Link-Communications-LLC/Cybersecurity-Awareness-Campaign-Specialist?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
"Cyber Security Analyst Intern at HazeGrayCyber Arlington, VA","Cyber Security Analyst Intern job at HazeGrayCyber. Arlington, VA. Cyber Security Analyst Intern Port Security Project
Req ID 037-24 v1.0

HazeGrayCyber, LLC is focused on delivering Cyber Security and Zero Trust Solutions to the US National Defense community and our allies and partners.

We are looking for a part-time Cyber Security Analyst Intern that has experience with Security Risk Analysis to spearhead a research project being conducted to evaluate potential cyber security threats to port security.

Location: Hybrid, in office as required

Responsibilities:
• Document potential cyber security threats and vulnerabilities to commercial port infrastructure
• Develop potential solutions to mitigate cyber security risk
• Stay current on Information Technology and cyber security trends
• Support Anglicotech Supply Chain-Resiliency Operation Center (SC-ROC) as needed
Required Education and Experience
• Working to attain bachelors degree in computer science or related field is preferred
• Completed coursework in cyber security related courses
• Familiarity of cyber security references such as NIST 800-53 and NIST 800-161
• Familiarity of firewalls, proxies, SIEM, antivirus and IDPS concepts
• Ability to identify and mitigate network vulnerabilities and explain how to avoid them
Additional Qualifications
• Ability to work independently or with limited supervision
• Must possess critical thinking, problem solving, and initiative/proactive skills

HazeGrayCyber, LLC is an Equal Opportunity Employer with a strong commitment to supporting and retaining a diverse and talented workforce. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability.

HazeGrayCyber, LLC offers competitive compensation and benefits as well as great long-term career opportunities.

For more information or to apply, visit our website at",HazeGrayCyber,"Arlington, VA",Not Provided,https://fishingwithjake.com/gig/job/cyber-security-analyst-intern-at-hazegraycyber-arlington-va-RHo2ZG9VWXNiSTBIY20rS1FPNE5GazZKb1E9PQ==?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
